post,new_topic,label,target1,target2,target3,stance,sim1,sim2,sim3,best_target
"""75 percent of the students passed their courses with a C or better"" Who awards the grades? The same teacher who sets the curriculum? Online courses are easier on teachers; do teachers not have an interest in making them appear successful? And what are the grades based on? Online exams taken on the honor system? Does the author believe that these students haven't opened a new window to consult google, Wikipedia or any other online source? How do online students compare with classroom students on objectively assessed test, like the AP exams?",online classes,AGAINST,student grades,teaching quality,online learning,AGAINST,0.6370086270780253,0.6581634457812162,0.8073928826564689,online learning
"""A revivified C.I.A. is necessary today to fight against radicalism, militancy and the forces of anarchy that threaten the region from Bangladesh to Morocco."" Mr. Nawaz, the CIA is one of the biggest contributors to radicalism and wars. Your own country of origin is exhibit 1.",the c.i.a. is necessary,FAVOR,radical extremism,cia involvement,country origin,AGAINST,0.4793357169611997,0.4982089497158184,0.11019750911048191,cia involvement
"""All the medical evidence points to the fact that it's nearly impossible to keep off weight once lost. The body just won't let you."" This is incorrect, and could lead to fatalism that could harm people who are overweight. For example, I lost 70 pounds. That was at least a year ago. It has not come back. It is easy to keep off. The studies to which you refer examine calorie restriction diets, which do not work because they induce a starvation-like state that leads to metabolic changes. Changing the *types* of foods we eat is far more productive. There's evidence that eliminating wheat alone will reduce the number of calories people eat by an average of 300 a day. Exercise has also been shown to help prevent the return of weight, though it isn't useful as a weight loss tool. Sadly, what is known today is far different from the older diet and exercise advice that many still follow.",diet,FAVOR,weight loss,food types,calorie intake,FAVOR,0.5425669232064453,0.6127985143330542,0.5315430887796249,food types
"""An American parent could reasonably decide not to follow the C.D.C.'s current vaccination schedule by choosing to vaccinate on the schedule they use in Norway, which has one of the lowest infant mortality rates in the world."" You don't come close to explaining how it's ""reasonable"" for a parent to second guess the CDC's recommended schedule. Do you have actual evidence that the potential risk of infant vaccines outweighs the risk of the diseases they prevent? It seems not.",child vaccine,FAVOR,covid vaccine,cdc guidelines,vaccine risks,AGAINST,0.8493964133921423,0.4706030020856249,0.6647867984961524,covid vaccine
"""Any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security."" Is the Author suggesting that Israel doesn't fulfill the requirements for being a State? Israel barely fulfills any of the three requirements the Author considers ""essential elements"" for being a State: 1. Strong Government - Israel has a history of weak coalition governments, with the major parties hostage to extremist fringe minor partners. 2. Defined Borders - What are Israel's borders? '67 Armistice Lines? East Jerusalem? Settlements? 3. Security - The Israeli government keep claiming that Israel is under constant existential treat from its neighbors. PS Israel fulfilled non of these requirements when it was declared a State by the UN.",israel,AGAINST,israel state,defined borders,security threats,AGAINST,0.5885609347333263,0.48505456353703486,0.43565528051620694,israel state
"""Are research papers a waste of time?"" Absolutely not! The internet may give students and scholars easy access to sources, but many of these sources are flawed or unreliable in some way. Now more than ever, students need to know how to sift through information to find reliable sources and well-constructed arguments. Writing a research paper is still the best way to do this. Select a paper topic that you find interesting or important. Read and evaluate 10-15 reputable sources related to your topic, and then build an argument that engages with and contributes to this existing research. This might not be the most exciting assignment in the world (depends on the topic, I suppose) but it teaches skills that every college graduate should have. Really, every high school graduate ought to have this training as well. But let's not ask for the moon!",research,FAVOR,internet sources,research papers,college graduates,NEUTRAL,0.5770428480074864,0.641049950884394,0.46286762762103734,research papers
"""Ask teachers who have been at it for a decade or more if they were better in their first year or their tenth. The resounding answer -- at least from those who love teaching -- will be that their years of experience made them so much better that they often feel sorry for the kids who were in their class that first year."" Of course, one might ask for some data in lieu of the directive to the reader to conduct a survey, but perhaps more glaring is the assumption that the ""experienced"" teachers are in a position to know. Are they disinterested so as to be in a position to judge? Isn't their response likely to be purely subjective? Formerly a college professor, I rarely have met a high school teacher who I thought was sufficiently educated in his or her subject to be teaching it. I would say a masters degree in the field doesn't cut it, certainly not at the high school level, and a degree in ""Education,"" of any sort, from BA to PhD, definitely doesn't qualify anyone to teach at any level, from kindergarten to graduate school.",teacher,FAVOR,teacher experience,subject expertise,educational qualifications,AGAINST,0.6221974412371649,0.5872366979473606,0.4784716732682566,teacher experience
"""Assad has been key to its [ISIS] rise in Syria and beyond."" I beg to differ. Saudi Arabia and Qatar, at the behest of the US State Department and encouraged by neocon PNacers, have been key to the rise of ISIS. When Mr Hassan introduces as a fact a proposition that is not factual, I feel free to discount his opinion.",isis,AGAINST,isis rise,saudi support,state department,AGAINST,0.702267712969268,0.49474937314359607,0.3993289165359743,isis rise
"""Assuming an unpaid internship is mutually beneficial and entered into freely by both parties, should such arrangements be illegal? "" Just because we young people constitute a ""willing party"" when entering into an internship doesn't mean we are actually ""willing"". We simply have no choice. After all, for the ambitious among us, what's the alternative? Unless you have your sights on a career in venture capitalism/finance/etc., non-remunerated internships are all we know.",unpaid intenship,AGAINST,unpaid internship,no choice,young people,AGAINST,0.8623179574837228,0.5711852978367153,0.5786347941365163,unpaid internship
"""Atlantic offshore exploration and development could add $23.5 billion to the U.S. economy, create 280,000 jobs, generate $51 billion in state and federal revenue and produce an additional 1.3 million barrels of oil equivalent per day."" And how many tons per day of carbon dioxide into the atmosphere? Just a thought. Just another thought: How about we leave something in the ground as a legacy for our great great grandchildren and in the meantime, tighten our belts and initiate other ways of doing what we need to do? Larry Lundgren has an excellent suggestion below, and there are many more. Let's think about emerging out of the Age of Petroleum into what must come next if we are to survive on this planet.",offshore exploration,FAVOR,oil economy,carbon emissions,fossil fuels,AGAINST,0.5929890100958646,0.6676032466034778,0.7010752828737933,fossil fuels
"""Barring a drastic improvement in efficiency, tuition-free colleges won't have the resources to serve additional students without compromising the quality of their offerings."" Improvement in efficiency is key here. Certification provides jobs, and social improvement provides purpose. They are different, society benefits when people are working in a rapidly changing job culture. The individual benefits from better communication, cultural growth and personal recognition. Society has an obligation to pay for its own growth - certification for work. ""Despite free tuition, just one-third of students from the bottom income quartile who started at a community college in 2003 finished a degree or certificate by 2009."" What on earth is a bottom income quartile student? These are people who need doable steps. If this interferes with the ability to obtain a self-supporting job, society pays. Society pays and pays and pay when people can't care for themselves.",college,AGAINST,tuition free,job culture,society pays,AGAINST,0.5452746520461333,0.5771513972324362,0.3565900576410749,job culture
"""Because I can do the best work of my career there."" I think that constitutes fun, or at least satisfaction. Any company that PREVENTS employees from working productively, despite increasing demands upon said productivity - misery all around. I don't care about fancy gyms, I want respect and efficiency. And yes, not to drop dead at age 50 from a heart attack.",productivity,FAVOR,career satisfaction,company culture,work environment,FAVOR,0.5733172194910092,0.6768693063999783,0.6903798300529065,work environment
"""But I certainly would fire any of my employees who would consider flag-burning as an act of defiance. It's not. It's childish and immature behavior, and those who would do such a thing would be unworthy of public employment."" Actually, I once told my wife that if an amendment were actually passed banning flag-burning, I would burn one the next day on the steps of the Supreme Court. It's not necessarily an act of childish defiance; it can be an all-in statement of what is important about this country. By the way, flag-burning is required by law. Last time I looked, it was the only proper way to dispose of a flag too worn to be flown any more.",flag burning,FAVOR,flag burning,public employment,national pride,AGAINST,0.9999999999999998,0.5150214914449628,0.6437423576046053,flag burning
"""But I strongly reject the oft-heard accusations from the Left that opposition to whatever identity-politics goal it pursues can only be based in hate."" In the case of religion-based homophobia, you have a point. I expect that in many cases it is based not in personal hate, but rather in the alternative evil of ""I was only following orders.""",political hate,AGAINST,identity politics,following orders,personal hate,AGAINST,0.6281349538903527,0.5363510158098568,0.8346055143904337,personal hate
"""But as a Christian, I don't have the luxury or authority to slice and dice (though some try) and adhere to only those passages of the Bible that are culturally acceptable. From beginning to end, I believe the Bible is the infallible word of God and I accept it in whole, not in part. As such, I believe the Bible is clear that homosexuality is a sin."" Hogwash! Bushwah! You're just another hypocritical Salad Bar Christian, going after the ""icky"", sinful gays while ignoring the rest of those on the almost endless list of ""sinners"" in your Bible. A partial list includes: the rich, people with tattoos, people who eat shellfish, or cut their hair, or women who speak up in church, or blasphemers, liars, those who covet, or judge, or eat fat, or drink alcohol in holy places (more communion wine, anyone?), pork-eaters (extra sausage on that large pizza, sir?), people who touch pork, or work on Sunday, yada, yada. Go hide your delusional light under a bushel, sir!",christians,AGAINST,salad bar,sinners list,bible passages,AGAINST,0.3713797888279815,0.5323558186309838,0.4574967990528302,sinners list
"""But as a Christian, I don't have the luxury or authority to slice and dice (though some try) and adhere to only those passages of the Bible that are culturally acceptable. From beginning to end, I believe the Bible is the infallible word of God and I accept it in whole, not in part. As such, I believe the Bible is clear that homosexuality is a sin."" What this man doesn't realize is that he is saying that it's a sin to be born, making it a sin to live a life no matter what, which I find to be preposterous. It is simply an antiquated view that is taught in varying degrees by various religions and only serves to keep people divided by ignorance. It teaches non-acceptance of anyone that doesn't share their particular view and causes them to try to deny others to have the same rights as they do. The bible can't be used to try to justify their actions nor the harm that it has caused others to have to endure.",christians,AGAINST,born gay,harm others,divide people,AGAINST,0.5062515051375525,0.39088800007109653,0.4167581040426318,born gay
"""But it is not an indication of widespread issues with how the almost 800,000 law enforcement officers throughout the United States use force."" Really? In March, US Police killed more people (111) than have been killed by police in the UK (52) for entire 20th century. But this isn't a problem?",police,AGAINST,police violence,us police,law enforcement,AGAINST,0.5566565578206828,0.8230911446794739,0.7330338557438846,us police
"""But let's start with the basics. Any nation wishing to declare independence should meet three essential elements: a strong central government, control of defined territory and security. The Palestinian Authority does not yet meet any of them."" Historians would strongly disagree with you. Around sometime late eighteenth century some thirteen odd British colonies did ""declare independence"" without any resemblance of ""strong central government"" with its territory controlled by the British. Today a certain French foreign minister called it a ""hyper-power"" and not a ""failed state"". Please check upon a historian or read up your history. Trust me! It is true!!",palestinian authority,AGAINST,declare independence,strong central government,company performance,AGAINST,0.5544452917454229,0.6286878045903511,0.46093930261432214,strong central government
"""Casino taxes and development revenue from the city's three casinos generate about $11 million a month for Detroit."" And where does this revenue come from? Thin air? The writer has to know this is a negative sum game, not even a zero sum game. For every dollar the city takes in, you can be sure the casino operators take at least five. The people who spend this money are overwhelmingly those who can't afford it, so that the 11 million they get back in services is less than what they lost in the first place. At the end of the day, the casino ends up making no new product, or service, other than escapist entertainment. But, but, but, you say, the casino puts the money back in the community. I bet. See the piece by Professor Simon on Atlantic City. Maybe the money does come out of thin air -- Canadians and non-Detroiters. Well that's great. Here you go, Paul. Sorry, Peter.",casino revenues,AGAINST,casino revenue,negative sum game,community impact,AGAINST,0.8742436886558816,0.5537475947571251,0.6316888723365508,casino revenue
"""Christians aren't trying to control the culture by means of force."" Cute, coming from an Evangelical who would use the brute force of government to deny gay couples the legal right to a same-sex marriage. I am a church-going Christian who is morally repelled by his dishonesty.",a harmful atmosphere for gays,AGAINST,same sex,church leaders,legal rights,AGAINST,0.45720023528177084,0.48918624800291144,0.433860197686684,church leaders
"""City officials and cycling advocates say that the expanded network has already proved successful, increasing riders' safety while promoting a greener means of urban transportation. Opponents complain about the loss of parking and unloading space, as well as constricted traffic."" Well, then, I would say it's already a success on both counts!",bike safety,FAVOR,urban cycling,parking spaces,traffic congestion,FAVOR,0.7744332986622354,0.4947293213598299,0.6213360383119269,urban cycling
"""Civilians and even humanitarian workers are afraid to assist victims for fear they may be killed in a second strike."" It's worth pointing out that attacking people trying to assist victims in a second strike is a violation of the First Geneva Convention, which the United States has signed. This rule was put in place specifically to prevent the kind of situation where an attack has occurred, medics try to rescue the wounded, and somebody just starts killing medics. That means that anyone ordering those sorts of strikes (which are definitely happening) is a war criminal.",victim,AGAINST,war crimes,humanitarian crisis,second strike,AGAINST,0.4767334772275962,0.3508363602782645,0.5526741364645789,second strike
"""Congress should stop Obamacare before it starts, and focus on common-sense solutions that can reduce health care costs for all Americans."" Except that we never seem to see what these ""common-sense solutions"" might actually consist of. As a liberal who opposed Obamacare because it's not what we really need--which is socialized medicine, by whatever name you might want to call it--I'm certainly all ears for other solutions. But I never see anything viable coming from the modern Right, just some mealy-mouthed phrases that camouflage their intent to do nothing at all. And why should we? The heart of Obamacare, the individual mandate, originated at the Heritage Foundation. Obama enacted a tweaked version of the GOP plan for healthcare reform and no one hates it more than the GOP.",obamacare,AGAINST,socialized medicine,obamacare impact,reform efforts,FAVOR,0.7020814276750236,0.6522230788952603,0.4724484646836041,socialized medicine
"""Continuing with the I.M.F.-E.U. imposed budget austerity measures risks condemning Greece to several more years of economic misery."" Austerity hasn't worked, it isn't working and it ain't gonna work in several more years. At some point, of course, the Greek economy will recover, even carrying the burden of austerity. But as Maynard Keynes wisely observed, ""In the long run we are all dead.""",greece 's,AGAINST,budget measures,economic misery,austerity doesn't,AGAINST,0.4995498614441863,0.4182306598467797,0.3078593253422458,budget measures
"""Democracy is coming / to the USA."" - Leonard Cohen. COMMENTS are a major factor in this democratization, although, yes of course, each site needs a moderator to keep the conversation level and the tone constructive. Only an authoritarian sinecure of the MSM will argue otherwise.",comment sections,FAVOR,democratization,moderator role,media bias,FAVOR,0.552985232479325,0.629276446769408,0.6592084089980272,media bias
"""Despite consistently high popular support for legalization, Congress has failed to act."" I keep reading this bogus claim peddled by pro-amnesty enthusiasts about enormous support for ""legalization"" of illegal immigrants, but have yet to see any evidence of it. As a matter of fact, the reverse is true as proven by the rise of Trump and other politicians who are campaigning against illegal immigration. Why does the NYT keep publishing this falsehood?",illegal immigration,AGAINST,illegal immigrants,legalization support,nyt bias,AGAINST,0.8348018085726061,0.7520826646641035,0.634569021700743,illegal immigrants
"""Do Immigrants Take Jobs From American-Born Workers?"" seems to imply those jobs belong to native-born workers by right. That's an interesting perspective, particularly given how America advertises itself as a meritocracy, where the jobs go to the hardest working and most skilled. Mr. Camarota is re-treading the same arguments raised by 19th century Know-Nothings. America has not imploded from immigration since then. Successive generations of nativists have frothed about Irish, Italians, Polish, Chinese immigrants coming to steal American jobs. Yet America has became a superpower in those years. So is immigration really killing the job market? Or maybe we should look instead at what's different now? Perhaps the more significant cause of the decline in employment opportunities is because jobs are being shipped to countries like China or Sri Lanka? Or perhaps it's because there is a lack in upwards social mobility through failing public education and rising costs of higher education?",immigration,FAVOR,American workers,immigration impact,job market,NEUTRAL,0.25775114592058496,0.6697238127672362,0.6424430363256118,immigration impact
"""Do tenure's job protections prevent bad teachers from being fired or do they provide for greater stability for low-paid faculty?"" It is a myth that teachers are low-paid, at least in the Northeast. In my school District in CT, the average pay of all Board of Ed employees, including teachers, is $60k, and the benefits packages are $20k each. That's $80k in compensation, plus summers off. Plus a handsome pension. That may not be in the 1%, but it sure ain't starvation wages. Most teachers have markedly higher incomes that the taxpayers who are paying their salaries. For wages that high, some accountability is in order.",tenure,AGAINST,teacher pay,job protections,public funding,FAVOR,0.5478488237207119,0.5461631905806604,0.6066780194994968,public funding
"""Economists do certainly over-reach sometimes. We tend to apply the lens of economic efficiency to situations where many people apply the lens of fairness."" I get a kick out of economists believing that real live humans are rational economic actors. Really?",economists,AGAINST,economic actors,rational humans,fairness matters,AGAINST,0.7405620839207304,0.7383530578348092,0.4803196744929073,economic actors
"""Enrollees could select health plans that meet their needs, instead of the needs of politicians and lobbyists. They could choose innovative plans . . ."" As people age, although perhaps Mr. Cannon has not yet met any senior citizens so doesn't realize this, they have difficulty making decisions. They would probaly need to depend on someone who would easily target them to take advantage of them, as happens all the time. This approach strikes me as mean, callous, thoughtless. Medicare works.",medicare,FAVOR,health plans,senior citizens,medicare works,FAVOR,0.5059438754485912,0.44403464439804236,0.49194125901195723,health plans
"""Enrollees could select health plans that meet their needs, instead of the needs of politicians and lobbyists."" The needs of the enrollees are that they get the medical attention they need, when they need it, for as long as they need it. Don't try to ""divide and conquer,"" to separate the might-be diabetics from the active outdoorspeople from the folks who cross the streets used by cars. In short, you have no idea which camp you fall into until your appendix bursts or you have a stroke from a congenital aneurism no one could tell you had or you get mugged and knifed on vacation in a strange city. ""They could choose innovative plans that provide the coordinated care, information technologies, effectiveness research and safer medicine Medicare has promised but failed to deliver."" Who DOESN'T deserve to get these plans? Why can't this be the baseline of our national healthcare system? What alternative would YOU choose that didn't meet these guidelines? C'mon, get real. Is this proposal the dictionary definition of what people call ""straw man"" arguments?",medicare,FAVOR,health needs,care coordination,straw man,FAVOR,0.4202154005022937,0.5476193568846113,0.3141405545098423,care coordination
"""Establishing it as a third legal drug, along with tobacco and alcohol, will increase drug abuse, including the expanding opioid epidemic."" Well, if the problem is that legalizing Marijuana will make for three legal drugs...then why don't we make tobacco illegal, or alcohol. Both of those drugs have vastly more deaths attributed to them than marijuana ever has. Hate these scare tactics.",marijuana legalization,FAVOR,drug abuse,opiod epidemic,scare tactics,AGAINST,0.6555973258456284,0.7554905329415557,0.6320501066629166,opiod epidemic
"""Even beauty and mommy blogs and movie review websites are littered with the scourge of the earth, desperately seeking attention."" On the other side, TV shows, websites and even, yes this site, reward people for their comments and/or tweets be they nasty or nice. The comments are free content for the sites - they don't have to pay people when they lift what they want out of them. So if you kill the comments, what will replace them? Actual paid professional writers? OMG!!! YES PLEASE!",comment sections,AGAINST,free content,paid writers,user rewards,AGAINST,0.6608486646245837,0.6824381349029236,0.676463649933571,paid writers
"""Everyone is entitled to his own opinion, but not his own facts."" ---- Daniel Patrick Moynihan All schools should attempt to teach students facts. Give the students, as they mature, the ability to reach their own opinions based upon those facts.",opinion,FAVOR,own facts,school quality,student learning,FAVOR,0.5843096245839029,0.49761741218937117,0.3554264062863174,own facts
"""First, free college isn't free, it simply shifts costs from students to taxpayers and caps tuition at zero. That tuition cap limits college spending to whatever the public is willing to invest. But it does not change the cost of college, or what institutions actually spend per student."" Yes it does... you can't spend more than you have, just a simple fact. Public education would likely be cheaper on a per student basis than the private version. Classes would be larger, dorms less nice, with less landscaping on the lawns. I don't think that's necessarily bad. I think the current system is actually the worst of all worlds - a loan and financial aid system that effectively allows colleges to charge each student the absolute maximum of what they're able to pay, with public subsidies helping increase the price further.",the current financial aid system,AGAINST,free college,college spending,public education,AGAINST,0.4528542097818428,0.516276881626658,0.49141191545612767,college spending
"""First, free college isn't free, it simply shifts costs from students to taxpayers""......The argument ignores the fact that students become tax payers. It has been shown that people with a college degree on average have significantly increased earnings over their life time; and further that the increased taxes collected on those earnings off sets the cost of their education several fold. The economic argument fails. College is a good public investment.",college,FAVOR,free college,tax payer,public investment,AGAINST,0.7072853411060565,0.4730299610105163,0.45884139683782116,free college
"""Forcing people to participate who do not want to does nothing to get at the underlying substance of democracy."" Amen. In fact, it seems anti-democratic to mandate participation. One of the greatest freedoms is the freedom to be left alone.",forcing people to participate,AGAINST,participation force,mandate choice,democracy freedom,AGAINST,0.10239960839990568,0.19240152040045333,0.43915950735672843,democracy freedom
"""From beginning to end, I believe the Bible is the infallible word of God and I accept it in whole, not in part. As such, I believe the Bible is clear that homosexuality is a sin."" Is it clear? The ancient Israelites inherited a law that homosexual acts (particularly outside of a straight marriage) were sinful, but the rest of the Bible is silent on gay and lesbian people in committed relationships, or possibly it even hints at approval in the story of David and Jonathan. Anti-gay theology is a clear case of the very slicing and dicing that ultra-conservatives claim to abhor. Anyway, a people who accepted the whole Bible would have a lot of child-murder to do. Clearly even ultra-conservative Christians don't take the ancient laws at face value. If they did, then they might be allowed to claim religious liberty as an excuse to preach that gays exist outside of God's plan for humanity. But because they don't, and because the whole Bible is not clear on the subject, this boils down to a belief held by a group of people. We typically don't tolerate bigoted beliefs, sincere though they may be.",homosexuality,AGAINST,infallible word,anti gay,bigoted beliefs,FAVOR,0.6079691446163501,0.6294120228079058,0.7110686432983737,bigoted beliefs
"""From beginning to end, I believe the Bible is the infallible word of God and I accept it in whole, not in part."" Ah, yes. So given that God's word in the Bible is infallible, we should be putting gay people to death, right? ""God gave them over to shameful lusts. Even their women exchanged natural sexual relations for unnatural ones. 27 In the same way the men also abandoned natural relations with women and were inflamed with lust for one another...Although they know God's righteous decree that those who do such things deserve death, they not only continue to do these very things but also approve of those who practice them.""",a harmful atmosphere for gays,AGAINST,God's word,gay people,death penalty,FAVOR,0.46880198349398,0.5685352693438502,0.4996776025878919,gay people
"""Greece should have defaulted on its debt back in 2010 and left the euro zone."" It should indeed have done so and it should do so now. There is simply no way that the austerity prescribed for Greece by the Troika can do other than drive the country to economic suicide. This outcome is already proven by the experience of the Austerity so far. Leaving the debt behind does not require heroic assumptions about ""highly efficient and productive in order to survive in a globalized environment"". To my mind it is a risk worth taking by the Greek people; in the famous words of Margaret Thatcher ""There is No Alternative (TINA)"".",euro,AGAINST,euro zone,economic suicide,no alternative,AGAINST,0.3101544186844511,0.18005301870795967,0.21873696676099544,euro zone
"""Has NATO Outlived Its Usefulness?"" Too bad nobody asked the question around the time that the Berlin Wall fell and the Soviet Union dissolved, outcomes that in should have meant ""Mission Accomplished"". Instead, NATO continued its life as a military alliance looking for a mission, which is a dangerous thing. It was all too convenient to use it in the wake of 9/11 to respond to the attack by 19 individuals and their supporting cult by blunt military means. Instead, intelligence (in both senses), international police work and special forces when needed would have been more appropriate, more economical in lives and treasure, and more effective.",nato,AGAINST,military alliance,usefulness question,intelligence efforts,AGAINST,0.5233297709666516,0.23868401126161265,0.20301223695965256,military alliance
"""Have Christians created a harmful atmosphere for gays?"" Yes. Given that the rants and rages against Gays always seem to come from Christians or Muslims, and that no one else seems to be as upset by their existence, they have indeed created an atmosphere of hate.",a harmful atmosphere for gays,AGAINST,gay hatred,christian rants,harmful atmosphere,AGAINST,0.6117579578858842,0.605486989390063,0.5134471087516721,gay hatred
"""I -... - would not support the idea if I doubted our ability to put environmental safeguards in place."" Putting ""environmental safeguards"" in place and preventing disasters are not the same thing. Standard, well intentioned engineering practice in oil production, refining, and transport includes safeguards like double and triple redundant fail safe systems. Still, engineered systems fail and all too recently we've had well-head blowouts (Deep Water Horizon), refinery explosions and fires, and oil transport disasters ranging from pipeline ruptures to tank train derailments to the Exxon Valdez. Imagine a perfect storm situation off Virginia Beach where a well head blowout coincided with a Hurricane Sandy. Crude oil from the Chesapeake to Iceland and a potentially mortal blow to already fragile shore communities and fisheries along the way. The only way to be 100% sure that the East Coast won't suffer catastrophic damage from oil production is to outlaw the outlandishly risky exploitation of hydrocarbons in our salty ocean waters.",offshore oil drilling,AGAINST,environmental safeguards,oil transport disasters,hydrocarbon extraction,FAVOR,0.7099923925218257,0.7622576304536658,0.7323850174487214,oil transport disasters
"""I believe the Bible is the infallible word of God and I accept it in whole, not in part. As such, I believe the Bible is clear that homosexuality is a sin"" Your god is an ancient supernatural entity that exists in imagination only. The bible was written by human beings documenting ancient superstitions. As long as you cling to your superstitions rational dialogue is not possible.",homosexuality,AGAINST,bible word,supernatural god,ancient myth,AGAINST,0.432028522318126,0.4498717599289749,0.5743433766654407,ancient myth
"""I believe the Bible is the infallible word of God and I accept it in whole, not in part."" That about closes the door to any view that would modify scripture. The best that can be achieved is agreement to differ, and where there is opportunity to decrease the opposition's influence, it will be pursued. That includes intruding upon an opponent's civil rights and limiting their self-expression. It is there that the state must place a limit upon a religious believer, and point out that one's civil rights dominate every religion's desire to enforce its will upon another's.",civil rights,FAVOR,bible scripture,civil rights,religious belief,FAVOR,0.4763720384575014,1.0,0.6153868562078401,civil rights
"""I don't care what she does with her life, as long as she's happy."" This innocent and throw-away is a cliche of contemporary life in the West. I hope Ms Small reflects on the risks that may be implied by these words. Although happiness may be venerated in America, an anthropologist should be more critical.",contemporary life,AGAINST,her life,contemporary life,software quality,AGAINST,0.7378323703325488,0.9999999999999998,0.5298151078262979,contemporary life
